id|name|country
791|RAMGARD, Rolf|SWE
792|POYSTI, Toini K.|FIN
793|RUOPPA, Eeva|FIN
794|STRANDBERG, Britt|SWE
795|KUZNETSOV, Aleksei|URS
796|SHELJUKHIN, Anatolii|URS
797|VAGANOV, Gennadi|URS
798|ALATALO, Toimi|FIN
799|HUHTALA, Vaino Veikko Sakari|FIN
800|MANTYRANTA, Eero|FIN
801|GRONNINGEN, Harald|NOR
802|OSTBY, Einar|NOR
803|HAMALAINEN, Kalevi|FIN
804|GUSAKOV, Nikolay|URS
805|THOMA, Georg|EUA
806|KNUTSEN, Tormod|NOR
807|LEODOLTER, Otto|AUT
808|RECKNAGEL, Helmut|EUA
809|HALONEN, Niilo|FIN
810|JORDET, Olav|NOR
811|MELANIN, Vladimir|URS
812|RIGONI, Benito|ITA
813|SIORPAES, Gildo|ITA
814|SIORPAES, Sergio|ITA
815|ANAKIN, Douglas|CAN
816|EMERY, John|CAN
817|EMERY, Victor|CAN
818|KIRBY, Peter|CAN
819|DURNTHALER, Reinhold|AUT
820|KOXEDER, Adolf|AUT
821|NAIRZ, Josef|AUT
822|THALER, Erwin|AUT
823|DIXON, Robin Thomas|GBR
824|NASH, Antony James|GBR
825|BONAGURA, Romano|ITA
826|ZARDINI, Sergio|ITA
827|BUBNIK, Vlastimil|TCH
828|CERNY, Josef|TCH
829|DOLANA, Jiri|TCH
830|DZURILLA, Vladimir|TCH
831|GOLONKA, Josef|TCH
832|GREGOR, Frantisek|TCH
833|HOLIK, Jiri|TCH
834|JIRIK, Jaroslav|TCH
835|KLAPAC, Jan|TCH
836|NADRCHAL, Vladimir|TCH
837|POTSCH, Rudolf|TCH
838|PRYL, Stanislav|TCH
839|SMID, Ladislav|TCH
840|SVENTEK, Stanislav|TCH
841|TIKAL, Frantisek|TCH
842|VLACH, Miroslav|TCH
843|WALTER, Jaroslav|TCH
844|DAVIDOV, Vitali|URS
845|FIRSOV, Anatoli|URS
846|IVANOV, Eduard|URS
847|KONOVALENKO, Viktor|URS
848|KOUSKINE, Viktor|URS
849|MAYOROV, Boris|URS
850|MAYOROV, Evgeni|URS
851|RAGULIN, Aleksandr|URS
852|STARSHINOV, Viacheslav|URS
853|VOLKOV, Leonid|URS
854|ZAITZEV, Boris|URS
855|ANDERSSON, Anders|SWE
856|BLOME, Gert|SWE
857|HAGGROTH, Lennart|SWE
858|JOHANSSON, Lennart|SWE
859|LUNDVALL, Lars Erik|SWE
860|MAATAA, Eilert|SWE
861|MILD, Hans|SWE
862|NILSSON, Nils Erik|SWE
863|NORDLANDER, Bert-Ola|SWE
864|OBERG, Carl-Goran|SWE
865|OHRLUND, Uno|SWE
866|PETTERSSON, Ronald Erik|SWE
867|STERNER, Ulf|SWE
868|STOLTZ, Roland|SWE
869|SVENSSON, Kjell|SWE
870|AUSSENDORFER, Walter|ITA
871|MAIR, Sigisfredo|ITA
872|FEISTMANTL, Josef|AUT
873|STENGL, Manfred|AUT
874|SENN, Reinhold|AUT
875|THALER, Helmut|AUT
876|PLENK, Hans|EUA
877|KOHLER, Thomas|EUA
878|BONSACK, Klaus|EUA
879|THURNER, Helene|AUT
880|ENDERLEIN, Ortrun|EUA
881|GEISLER, Ilse|EUA
882|ALLEN, Scott|USA
883|SCHNELLDORFER, Manfred|EUA
884|CALMAT, Alain|FRA
885|BURKA, Petra|CAN
886|HEITZER, Regine|AUT
887|REVELL, Guy|CAN
888|WILKES, Debbi|CAN
889|BELOUSOVA, Lyudmila|URS
890|PROTOPOPOV, Oleg|URS
891|JOSEPH, Ronald|USA
892|JOSEPH, Vivian|USA
893|NILSSON, Jonny|SWE
894|MAIER, Fred Anton|NOR
895|MUSTONEN, Kaija|FIN
896|YEGOROVA, Irina|URS
897|HAUGEN, Villy|NOR
898|ANTSON, Ants|URS
899|VERKERK, Cornelis|NED
900|KOLOKOLTSEVA, Berta|URS
901|HAN, Pil Hwa|PRK
902|MOE, Per Ivar|NOR
903|MCDERMOTT, Richard|USA
904|ORLOV, Vladimir|URS
905|SIDOROVA, Tatyana|URS
906|BARTELS, Wolfgang|EUA
907|ZIMMERMANN, Egon|AUT
908|LACROIX, Leo|FRA
909|HAAS, Christl|AUT
910|ZIMMERMANN, Edith|AUT
911|BONLIEU, Francois|FRA
912|SCHRANZ, Karl|AUT
913|GOITSCHEL, Marielle|FRA
914|GOITSCHEL, Christine|FRA
915|SAUBERT, Jean|USA
916|HEUGA, James|USA
917|KIDD, William|USA
918|BOYARSKIKH, Klavdiya|URS
919|MEKSHILO, Yevdoyka|URS
920|VORONCHIKHIN, Igor|URS
921|LEHTONEN, Mirja|FIN
922|PUSULA, Senja|FIN
923|GUSTAFSSON, Toini|SWE
924|MARTINSSON, Barbro|SWE
925|UTROBIN, Ivan|URS
926|ASPH, Karl-Ake|SWE
927|RONNLUND, Assar|SWE
928|STEFANSSON, Janne|SWE
929|LAURILA, Kalevi|FIN
930|TIAINEN, Arto|FIN
931|KISELYOV, Nikolay|URS
932|BRANDTZAG, Torgeir|NOR
933|ENGAN, Toralf|NOR
934|KANKKONEN, Veikko|FIN
935|GUNDARTSEV, Vladimir|URS
936|SOLBERG, Magnar|NOR
937|TIKHONOV, Aleksandr|URS
938|ARWIDSON, Lars-Goran|SWE
939|ERIKSSON, Tore|SWE
940|OLSSON, Holmfrid|SWE
941|PETRUSSON, Olle|SWE
942|MAMATOV, Viktor|URS
943|PUSANOV, Nikolai|URS
944|ISTAD, Jon|NOR
945|WAERHAUG, Ola|NOR
946|CANDRIAN, Hans|SUI
947|GRAF, Walter|SUI
948|HOFMANN, Willi|SUI
949|WICKI, Jean|SUI
950|ARMANO, Mario|ITA
951|DE PAOLIS, Luciano|ITA
952|ZANDONELLA, Roberto|ITA
953|EDER, Josef|AUT
954|GRUBER, Herbert|AUT
955|NEAGOE, Nicolae|ROU
956|PANTURU, Ion|ROU
957|BADER, Pepi|FRG
958|FLOTH, Horst|FRG
959|BOURBONNAIS, Roger|CAN
960|BRODERICK, Kenneth|CAN
961|CADIEUX, Raymond|CAN
962|CONLIN, Paul|CAN
963|DINEEN, Gary|CAN
964|GLENNIE, Brian|CAN
965|HARGREAVES, Ted|CAN
966|HUCK, Francis|CAN
967|JOHNSTON, Larry Marshall|CAN
968|MCKENZIE, John Barry|CAN
969|MCMILLAN, William|CAN
970|MONTEITH, Stephen|CAN
971|MOTT, Morris|CAN
972|O''MALLEY, Terrence|CAN
973|O''SHEA, Danny|CAN
974|PINDER, Gerry|CAN
975|PINDER, Herbert|CAN
976|STEPHENSON, Wayne|CAN
977|BLINOV, Viktor|URS
978|IONOV, Anatoli|URS
979|MISHAKOV, Evgeni|URS
980|MOISSEYEV, Yuri|URS
981|POLUPANOV, Viktor|URS
982|ROMICHEVSKY, Igor|URS
983|VIKULOV, Vladimir|URS
984|ZAITZEV, Oleg|URS
985|ZIMIN, Evgeni|URS
986|ZINGER, Viktor|URS
987|HAVEL, Jan|TCH
988|HEJMA, Petr|TCH
989|HORESOVSKY, Josef|TCH
990|HRBATY, Jan|TCH
991|KOCHTA, Jiri|TCH
992|MACHAC, Oldrich|TCH
993|MASOPUST, Karel|TCH
994|NEDOMANSKY, Vaclav|TCH
995|POSPISIL, Frantisek|TCH
996|SEVCIK, Frantisek|TCH
997|SUCHY, Jan|TCH
998|NACHMANN, Fritz|FRG
999|WINKLER, Wolfgang|FRG
1000|BONSACK, Klaus|GDR
1001|KOHLER, Thomas|GDR
1002|SCHMID, Manfred|AUT
1003|WALCH, Ewald|AUT
1004|DUNHAUPT, Angelika|FRG
1005|LECHNER, Erica|ITA
1006|SCHMUCK, Christa|FRG
1007|PERA, Patrick|FRA
1008|SCHWARZ, Wolfgang|AUT
1009|WOOD, Timothy|USA
1010|MASKOVA, Hana|TCH
1011|FLEMING, Peggy|USA
1012|SEYFERT, Gabriele|GDR
1013|DANNE, Wolfgang|FRG
1014|GLOCKSHUBER, Margot|FRG
1015|GORELIK, Aleksandr|URS
1016|ZHUK, Tatyana|URS
1017|SANDLER, Orjan|SWE
1018|HOGLIN, Johnny|SWE
1019|HOLUM, Dianne|USA
1020|GEIJSSEN, Carolina|NED
1021|TITOVA, Lyudmila|URS
1022|SCHENK, Ard|NED
1023|ERIKSEN, Ivar|NOR
1024|KAISER, Christina|NED
1025|SCHUT, Johanna|NED
1026|NOTTET, Petrus|NED
1027|KELLER, Erhard|FRG
1028|THOMASSEN, Magne|NOR
1029|FISH, Jennifer|USA
1030|MEYERS, Mary|USA
1031|DATWYLER, Jean-Daniel|SUI
1032|KILLY, Jean-Claude|FRA
1033|PALL, Olga|AUT
1034|MIR, Isabelle|FRA
1035|MESSNER, Heinrich|AUT
1036|FAVRE, Willy|SUI
1037|BOCHATAY, Fernande|SUI
1038|GREENE, Nancy|CAN
1039|FAMOSE, Annie|FRA
1040|MATT, Alfred|AUT
1041|HUBER, Herbert|AUT
1042|AUFLES, Inger|NOR
1043|MORDRE, Berit|NOR
1044|LARSSON, Gunnar|SWE
1045|NONES, Franco|ITA
1046|MARTINSEN, Odd|NOR
1047|ACHKINA, Rita|URS
1048|KULAKOVA, Galina|URS
1049|ENGER, Babben|NOR
1050|OIKARAINEN, Kalevi|FIN
1051|TAIPALE, Hannu|FIN
1052|ELLEFSAETER, Ole|NOR
1053|TYLDUM, Paal|NOR
1054|ANDERSSON, Bjarne|SWE
1055|HALVARSSON, Jan|SWE
1056|HAAS, Joseph|SUI
1057|VEDENIN, Vyacheslav|URS
1058|KUNZ, Andreas|GDR
1059|KELLER, Franz|FRG
1060|KALIN, Alois|SUI
1061|GRINI, Lars|NOR
1062|BELOUSOV, Vladimir|URS
1063|RASKA, Jiri|TCH
1064|PREIML, Baldur|AUT
1065|BACHLER, Reinhold|AUT
1066|KNAUTHE, H-Joerg|GDR
1067|KOSCHKA, Horst|GDR
1068|MEISCHNER, Joachim|GDR
1069|SPEER, Dieter|GDR
1070|BIAKOV, Ivan|URS
1071|SAFINE, Rinnat|URS
1072|IKOLA, Heikki|FIN
1073|ROPPANEN, Mauri|FIN
1074|SAIRA, Esko|FIN
1075|SUUTARINEN, Juhani|FIN
1076|GAISREITER, Stefan|FRG
1077|STEINBAUER, Walter|FRG
1078|UTZSCHNEIDER, Peter|FRG
1079|ZIMMERER, Wolfgang|FRG
1080|CAMICHEL, Werner|SUI
1081|HUBACHER, Edy|SUI
1082|LEUTENEGGER, Hans|SUI
1083|BONICHON, Gianni|ITA
1084|DAL FABBRO, Corrado|ITA
1085|DE ZORDO, Nevio|ITA
1086|FRASSINELLI, Adriano|ITA
1087|BEDNAR, Vladimir|TCH
1088|FARDA, Richard|TCH
1089|HLINKA, Ivan|TCH
1090|HOLECEK, Jiri|TCH
1091|HOLIK, Jaroslav|TCH
1092|MARTINEC, Vladimir|TCH
1093|NOVAK, Eduard|TCH
1094|STASTNY, Bohuslav|TCH
1095|TAJCNAR, Rudolf|TCH
1096|VOHRALIK, Karel|TCH
1097|BLINOV, Yuri|URS
1098|KHARLAMOV, Valery|URS
1099|LUTCHENKO, Vladimir|URS
1100|MALTSEV, Aleksandr|URS
1101|MIKHAYLOV, Boris|URS
1102|PACHKOV, Aleksandr|URS
1103|PETROV, Vladimir|URS
1104|SHADRIN, Vladimir|URS
1105|TRETYAK, Vladislav|URS
1106|TSYGANKOV, Gennady|URS
1107|VASILYEV, Valery|URS
1108|YAKUSHEV, Aleksandr|URS
1109|AHEARN, Kevin Joseph|USA
1110|BOUCHA, Henry|USA
1111|BROWN, Charles Erwin|USA
1112|CHRISTIANSEN, Keith|USA
1113|CURRAN, Michael|USA
1114|FTOREK, Robbie|USA
1115|HOWE, Mark|USA
1116|HYMANSON, Jeffrey|USA
1117|IRVING, Stuart|USA
1118|MCELMURY, James|USA
1119|MCGLYNN, Richard|USA
1120|MELLOR, Thomas|USA
1121|NASLUND, Ronald|USA
1122|OLDS, Walter|USA
1123|SANDERS, Franklynn|USA
1124|SARNER, Craig|USA
1125|SEARS, Peter|USA
1126|SHEEHY, Timothy|USA
1127|FIEDLER, Wolfram|GDR
1128|BREDOW, Reinhard|GDR
1129|HORNLEIN, Horst|GDR
1130|HILDGARTNER, Paul|ITA
1131|PLAIKNER, Walter|ITA
1132|SCHEIDEL, Wolfgang|GDR
1133|EHRIG, Harald|GDR
1134|SCHUMANN, Margit|GDR
1135|MULLER, Anna-Maria|GDR
1136|RUHROLD, Ute|GDR
1137|NEPELA, Ondrej|TCH
1138|CHETVERUKHIN, Sergey|URS
1139|LYNN, Janet|USA
1140|SCHUBA, Beatrix|AUT
1141|MAGNUSSEN, Karen|CAN
1142|GROSS, Manuela|GDR
1143|KAGELMANN, Uwe|GDR
1144|RODNINA, Irina|URS
1145|ULANOV, Aleksey|URS
1146|SMIRNOVA, Lyudmila|URS
1147|SURAYKIN, Andrey|URS
1148|STENSEN, Sten|NOR
1149|HENNING, Anne|USA
1150|HOLZNER-GAWENUS, Monika|FRG
1151|DEELSTRA, Atje|NED
1152|CLAESSON, Goran|SWE
1153|GRONVOLD, Roar|NOR
1154|MURATOV, Valery|URS
1155|BORJES, Hasse|SWE
1156|KRASNOVA, Vera|URS
1157|RUSSI, Bernhard|SUI
1158|COLLOMBIN, Roland|SUI
1159|CORROCK, Susan|USA
1160|NADIG, Marie-Theres|SUI
1161|MOSER-PROLL, Annemarie|AUT
1162|MATTLE, Werner|SUI
1163|THONI, Gustavo|ITA
1164|BRUGGMANN, Edmund|SUI
1165|DREXEL, Wiltrud|AUT
1166|THONI, Rolando|ITA
1167|FERNANDEZ OCHOA, Francisco|ESP
1168|STEURER, Florence|FRA
1169|COCHRAN, Barbara|USA
1170|DEBERNARD, Daniele|FRA
1171|KAJOSMAA, Marjatta|FIN
1172|OLYUNINA, Alevtina|URS
1173|FORMO, Ivar|NOR
1174|LUNDBACK, Sven-Aake|SWE
1175|SIMASHEV, Fyodor|URS
1176|HARVIKEN, Johs|NOR
1177|DAHL, Aslaug|NOR
1178|MUKHACHEVA, Lubov|URS
1179|RIIHIVUORI, Hilkka|FIN
1180|TAKALO, Helena|FIN
1181|GIGER, Albert|SUI
1182|HAUSER, Eduard|SUI
1183|KALIN, Alfred|SUI
1184|SKOBOV, Yuri|URS
1185|VORONKOV, Vladimir|URS
1186|BRAA, Oddvar|NOR
1187|MYRMO, Magne|NOR
1188|SIKOLOVA, Helena|TCH
1189|LUCK, Karl-Heinz|GDR
1190|WEHLING, Ulrich|GDR
1191|MIETTINEN, Rauno|FIN
1192|SCHMIDT, Rainer|GDR
1193|FORTUNA, Wojciech|POL
1194|STEINER, Walter|SUI
1195|AOCHI, Seiji|JPN
1196|KASAYA, Yukio|JPN
1197|KONNO, Akitsugu|JPN
1198|YELIZAROV, Aleksandr|URS
1199|KRUGLOV, Nikolay|URS
1200|BEER, Manfred|GDR
1201|GEYER, Manfred|GDR
1202|MENZ, Karl-Heinz|GDR
1203|ULLRICH, Frank|GDR
1204|FLOJT, Henrik|FIN
1205|BITTNER, Bodo|FRG
1206|SCHUMANN, Manfred|FRG
1207|BABOCK, Jochen|GDR
1208|GERMESHAUSEN, Bernhard|GDR
1209|LEHMANN, Bernhard|GDR
1210|NEHMER, Meinhard|GDR
1211|BACHLI, Ulrich|SUI
1212|BENZ, Joseph|SUI
1213|MARTI, Rudolf|SUI
1214|SCHARER, Erich|SUI
1215|AUHUBER, Klaus|FRG
1216|BERNDANER, Ignaz|FRG
1217|BOOS, Wolfgang|FRG
1218|FUNK, Lorenz|FRG
1219|HINTERSTOCKER, Martin|FRG
1220|KEHLE, Anton|FRG
1221|KIESSLING, Udo|FRG
1222|KOBERLE, Walter|FRG
1223|KOPF, Ernst I|FRG
1224|KUHNHACKL, Erich|FRG
1225|METZ, Stefan|FRG
1226|PHILIPP, Rainer|FRG
1227|REINDL, Franz|FRG
1228|SCHLODER, Alois|FRG
1229|THANNER, Rudolf|FRG
1230|VOLK, Josef|FRG
1231|VOZAR, Ferenc|FRG
1232|WEISHAUPT, Erich|FRG
1233|ALEKSANDROV, Boris|URS
1234|BABINOV, Sergey|URS
1235|GUSEV, Aleksandr|URS
1236|KAPUSTIN, Sergey|URS
1237|LYAPKIN, Yury|URS
1238|SHALIMOV, Viktor|URS
1239|SIDELNIKOV, Aleksandr|URS
1240|ZHLUKTOV, Viktor|URS
1241|AUGUSTA, Josef|TCH
1242|BUBLA, Jiri|TCH
1243|CHALUPA, Milan|TCH
1244|CRHA, Jiri|TCH
1245|DVORAK, Miroslav|TCH
1246|EBERMANN, Bohuslav|TCH
1247|KAJKL, Milan|TCH
1248|NOVAK, Jiri|TCH
1249|NOVY, Milan|TCH
1250|POUZAR, Jaroslav|TCH
1251|SCHACHNER, Franz|AUT
1252|SCHMID, Rudolf|AUT
1253|HAHN, Norbert|GDR
1254|RINN, Hans|GDR
1255|BRANDNER, Hans|FRG
1256|SCHWARM, Balthasar|FRG
1257|GUNTHER, Detlef|GDR
1258|FENDT, Josef|FRG
1259|DEMLEITNER, Elisabeth|FRG
1260|MILLNS, James|USA
1261|O''CONNOR, Colleen|USA
1262|GORSHKOV, Aleksandr|URS
1263|PAKHOMOVA, Lyudmila|URS
1264|MINENKOV, Andrey|URS
1265|MOISEYEVA, Irina|URS
1266|CRANSTON, Toller|CAN
1267|CURRY, John|GBR
1268|KOVALYOV, Vladimir|URS
1269|ERRATH, Christine|GDR
1270|HAMILL, Dorothy|USA
1271|DE LEEUW, Dianne|NED
1272|ZAYTSEV, Aleksandr|URS
1273|KERMER, Romy|GDR
1274|OSTERREICH, Rolf|GDR
1275|VAN HELDEN, Hans|NED
1276|KLEINE, Piet|NED
1277|MUELLER, Peter|USA
1278|DIDRIKSEN, Jorn|NOR
1279|YOUNG, Sheila|USA
1280|AVERINA, Tatyana|URS
1281|MUELLER, Leah|USA
1282|STORHOLT, Jan Egil|NOR
1283|KONDAKOV, Yury|URS
1284|STEPANSKAYA, Galina|URS
1285|KORSMO, Lisbeth|NOR
1286|EHRIG, Andrea|GDR
1287|IMMERFALL, Daniel|USA
1288|KULIKOV, Yevgeny|URS
1289|PRIESTNER, Cathy|CAN
1290|PLANK, Herbert|ITA
1291|KLAMMER, Franz|AUT
1292|NELSON, Cynthia|USA
1293|MITTERMAIER, Rosi|FRG
1294|TOTSCHNIGG, Brigitte|AUT
1295|STENMARK, Ingemar|SWE
1296|HEMMI, Heini|SUI
1297|GOOD, Ernst|SUI
1298|KREINER, Kathy|CAN
1299|FROMMELT, Willy|LIE
1300|GROS, Piero|ITA
1301|WENZEL, Hanni|LIE
1302|GIORDANI, Claudia|ITA
1303|SMETANINA, Raisa|URS
1304|KOIVISTO, Arto|FIN
1305|BAZHUKOV, Nikolay|URS
1306|BELYAEV, Yevgeny|URS
1307|GARANIN, Ivan|URS
1308|SAVELYEV, Sergey|URS
1309|KOCH, William|USA
1310|MIETO, Juha|FIN
1311|PITKANEN, Matti|FIN
1312|TEURAJARVI, Pertti|FIN
1313|SAGSTUEN, Einar|NOR
1314|DEBERTSHAUSER, Monika|GDR
1315|KRAUSE, Sigrun|GDR
1316|PETZOLD, Barbara|GDR
1317|SCHMIDT, Veronika|GDR
1318|AMOSOVA, Zinaida|URS
1319|BALDYCHEVA, Nina|URS
1320|SUIKHONEN, Liisa|FIN
1321|SODERGREN, Benny|SWE
1322|KLAUSE, Gerd-Dietmar|GDR
1323|WINKLER, Konrad|GDR
1324|HETTICH, Urban|FRG
1325|GLASS, Henry|GDR
1326|SCHNABL, Karl|AUT
1327|INNAUER, Anton|AUT
1328|ASCHENBACH, Hans-Georg|GDR
1329|DANNEBERG, Jochen|GDR
1330|ALYABYEV, Anatoly|URS
1331|ALIKIN, Vladimir|URS
1332|ROSCH, Eberhard|GDR
1333|ANGERER, Peter|FRG
1334|BERNREITER, Franz|FRG
1335|ESTNER, Hansi|FRG
1336|WINKLER, Gerhard|FRG
1337|BARNACHOV, Vladimir|URS
1338|JUNG, Mathias|GDR
1339|SIEBERT, Klaus|GDR
1340|KIRCHNER, Andreas|GDR
1341|RICHTER, Detlef|GDR
1342|SCHONAU, Horst|GDR
1343|WETZIG, Roland|GDR
1344|GERHARDT, Hans Jurgen|GDR
1345|MUSIOL, Bogdan|GDR
1346|AAHLBERG, Mats|SWE
1347|ANDERSSON, Sture|SWE
1348|BERGLUND, Bo|SWE
1349|ERIKSSON, Jan|SWE
1350|ERIKSSON, Lars Haakan|SWE
1351|ERIKSSON, Thomas|SWE
1352|HOLMGREN, Leif|SWE
1353|JONSSON, Tomas|SWE
1354|LINDBERGH, Per-Eric|SWE
1355|LOFQVIST, William|SWE
1356|LUNDHOLM, Bengt|SWE
1357|LUNDQVIST, Per|SWE
1358|MOLIN, Lars|SWE
1359|NASLUND, Mats|SWE
1360|NORBERG, Lennart|SWE
1361|SAMUELSSON, Tommy|SWE
1362|SODERSTROM, Dan|SWE
1363|WALTIN, Mats|SWE
1364|WEINSTOCK, Ulf|SWE
1365|BAKER, William|USA
1366|BROTEN, Neal|USA
1367|CHRISTIAN, David|USA
1368|CHRISTOFF, Steven|USA
1369|CRAIG, James|USA
1370|ERUZIONE, Michael|USA
1371|HARRINGTON, John|USA
1372|JOHNSON, Mark|USA
1373|MCCLANAHAN, Robert|USA
1374|MORROW, Kenneth|USA
1375|O''CALLAHAN, John|USA
1376|PAVELICH, Mark|USA
1377|RAMSEY, Michael|USA
1378|SCHNEIDER, William|USA
1379|SILK, David|USA
1380|STROBEL, Eric|USA
1381|SUTER, Robert|USA
1382|VERCHOTA, Philip|USA
1383|WELLS, Mark|USA
1384|BALDERIS, Helmuts|URS
1385|BILJALETDINOV, Zinetula|URS
1386|FETISOV, Viacheslav|URS
1387|GOLIKOV, Aleksandr|URS
1388|GOLIKOV, Vladimir|URS
1389|KASATONOV, Aleksei|URS
1390|KRUTOV, Vladimir|URS
1391|LEBEDEV, Yuri|URS
1392|MAKAROV, Sergei|URS
1393|MYSHKIN, Vladimir|URS
1394|PERVUKHINE, Vasili|URS
1395|SKVORTSOV, Aleksandr|URS
1396|STARIKOV, Sergei|URS
1397|FLUCKINGER, Georg|AUT
1398|SCHROTT, Karl|AUT
1399|BRUNNER, Karl|ITA
1400|GSCHNITZER, Peter|ITA
1401|WINKLER, Anton|FRG
1402|GLASS, Bernhard|GDR
1403|AMANTOVA, Ingrida|URS
1404|ZOZULA, Vera|URS
1405|SOLLMANN, Melitta|GDR
1406|KARPONOSOV, Gennady|URS
1407|LINICHUK, Natalya|URS
1408|REGOCZY, Krisztina|HUN
1409|SALLAY, Andras|HUN
1410|TICKNER, Charles|USA
1411|COUSINS, Robin|GBR
1412|HOFFMANN, Jan|GDR
1413|LURZ, Dagmar|FRG
1414|POTZSCH, Anett|GDR
1415|FRATIANNE, Linda|USA
1416|BEWERSDORFF, Uwe|GDR
1417|MAGER, Manuela|GDR
1418|CHERKASOVA, Marina|URS
1419|SHAKRAY, Sergey|URS
1420|OXHOLM, Tom Erik|NOR
1421|HEIDEN, Eric|USA
1422|RONNING, Frode|NOR
1423|LOBANOV, Vladimir|URS
1424|BOUCHER, Gaetan|CAN
1425|ALBRECHT, Silvia|GDR
1426|PETRUSEVA, Natalya|URS
1427|ANDERSEN, Terje|NOR
1428|STENSHJEMMET, Kai Arne|NOR
1429|BECKER, Sabine|GDR
1430|BORCKINK, Annie|NED
1431|VISSER, Adriana|NED
1432|HEIDEN, Beth|USA
1433|JENSEN, Bjorg Eva|NOR
1434|DE BOER, Lieuwe|NED
1435|KANIA, Karin|GDR
1436|PODBORSKI, Steve|CAN
1437|STOCK, Leonhard|AUT
1438|WIRNSBERGER, Peter|AUT
1439|ENN, Hans|AUT
1440|WENZEL, Andreas|LIE
1441|PELEN, Perrine|FRA
1442|EPPLE, Irene|FRG
1443|LUTHY, Jacques|SUI
1444|MAHRE, Phillip|USA
1445|HESS, Erika|SUI
1446|KINSHOFER GUETHLEIN, Christa|FRG
1447|AUNLI, Ove|NOR
1448|WASSBERG, Thomas|SWE
1449|LEBANOV, Ivan|BUL
1450|ZIMYATOV, Nikolay|URS
1451|ROCHEV, Vasily|URS
1452|KIRVESNIEMI, Harri|FIN
1453|AALAND, Per Knut|NOR
1454|ERIKSEN, Lars Erik|NOR
1455|AUNLI, Berit|NOR
1456|BOE, Anette|NOR
1457|MYRMAEL, Marit|NOR
1458|PETTERSEN, Brit|NOR
1459|ANDING, Carola|GDR
1460|ROSTOCK, Marlies|GDR
1461|ROCHEVA, Nina|URS
1462|ZAVYALOV, Aleksandr|URS
1463|JERIOVA, Kvetoslava|TCH
1464|KARJALAINEN, Jouko|FIN
1465|PUIKKONEN, Jari|FIN
1466|TORMANEN, Jouko|FIN
1467|NEUPER, Hubert|AUT
1468|DECKERT, Manfred|GDR
1469|YAGI, Hirokazu|JPN
1470|JACOB, Matthias|GDR
1471|KVALFOSS, Eirik|NOR
1472|ROETSCH, Frank-Peter|GDR
1473|FISCHER, Fritz|FRG
1474|PICHLER, Walter|FRG
1475|REITER, Ernst|FRG
1476|BULIGINE, Sergei|URS
1477|KACHKAROV, Yuri|URS
1478|SHALNA, Alguimantas|URS
1479|VASSILIEV, Dmitri|URS
1480|LIRHUS, Odd|NOR
1481|SOBAK, Kjell|NOR
1482|STORSVEEN, Rolf|NOR
1483|FREIERMUTH, Rico|SUI
1484|GIOBELLINA, Silvio|SUI
1485|SALZMANN, Urs|SUI
1486|STETTLER, Heinz|SUI
1487|HOPPE, Wolfgang|GDR
1488|SCHAUERHAMMER, Dietmar|GDR
1489|VOGE, Ingo|GDR
1490|WEISE, Eberhard|GDR
1491|ALEKSANDROV, Vladimir|URS
1492|EKMANIS, Zintis|URS
1493|AAHLEN, Thomas|SWE
1494|EKLUND, Per-Erik|SWE
1495|EKLUND, Thomas|SWE
1496|ERICSSON, Bo|SWE
1497|GRADIN, Peter|SWE
1498|HESSEL, Mats|SWE
1499|HJALM, Peter Michael|SWE
1500|LINDBLOM, Goran|SWE
1501|MORTH, Tommy|SWE
1502|NORDIN, Leif Haakan|SWE
1503|OHLING, Jens|SWE
1504|RIDDERVALL, Rolf-Lennart|SWE
1505|RUNDQVIST, Thomas|SWE
1506|SANDSTROEM, Thomas|SWE
1507|SODERGREN, Karl Haakan|SWE
1508|THELIN, Mats|SWE
1509|THELVEN, Arne Michael|SWE
1510|WALITALO, Gote|SWE
1511|CHEPELEV, Sergei|URS
1512|DROZDETSKI, Nikolai|URS
1513|GERASIMOV, Aleksandr|URS
1514|KOMUTOV, Andrei|URS
1515|KOVIN, Vladimir|URS
1516|KOZHERNIKOV, Aleksandr|URS
1517|LARIONOV, Igor|URS
1518|STELNOV, Igor|URS
1519|TUMENEV, Viktor|URS
1520|VASSILIEV, Mikhail|URS
1521|BENAK, Jaroslav|TCH
1522|CALDR, Vladimir|TCH
1523|CERNIK, Frantisek|TCH
1524|HORAVA, Miloslav|TCH
1525|HRDINA, Jiri|TCH
1526|KADLEC, Arnold|TCH
1527|KORBELA, Jaroslav|TCH
1528|KRALIK, Jiri|TCH
1529|KYHOS, Vladimir|TCH
1530|LALA, Jiri|TCH
1531|LIBA, Igor|TCH
1532|LUKAC, Vincent|TCH
1533|PASEK, Dusan|TCH
1534|RICHTER, Pavel|TCH
1535|RUSNAK, Darius|TCH
1536|RUZICKA, Vladimir|TCH
1537|SINDEL, Jaromir|TCH
1538|SVOBODA, Radoslav|TCH
1539|UVIRA, Eduard|TCH
1540|HOFFMANN, Jorg|GDR
1541|PIETZSCH, Jochen|GDR
1542|STANGASSINGER, Hans|FRG
1543|WEMBACHER, Franz|FRG
1544|BELIAKOV, Aleksandr|URS
1545|BELUSOV, Evgeni|URS
1546|DUDIN, Valery|URS
1547|DANILIN, Sergey|URS
1548|OBERHOFFNER, Ute|GDR
1549|WALTER, Steffi|GDR
